,Job Title,Location,Date,Link,Job Attributes,Job Description
97,Trauma Intervention Counselor,N/A,Apr  7,https://worcester.craigslist.org/npo/d/milford-trauma-intervention-counselor/7104657649.html,"
compensation: $18.00-$19.00

employment type: full-time

","

QR Code Link to This Post


TRAUMA INTERVENTION COUNSELOR - Milford, MA
Milford, MA, USA Req #495
 Saturday, April 4, 2020
Wayside Youth & Family Support Network is a children’s mental health agency serving Metrowest, Central, Eastern and Northeastern Massachusetts Areas. Our 450+ employees are interested in helping children and families strengthen and enhance their well-being. Come work for us!!!  
Job Posting Overview 

Trauma Intervention Services is looking for a Trauma Intervention Specialist to join their team. The Trauma Intervention Specialist will plan and implement intensive prevention education via evidence-based curriculum to clients. They will work with students, schools and families to strengthen knowledge and skills to enhance relationships and environments that impact youth.  Qualifications include a passion for, and a commitment to working with children and youth.  Applicant must have excellent interpersonal, organizational and communication skills as well as experience in presenting to various audiences.  The ability to work both independently and within a team is required.  



Minimum Requirements  

Minimum Education: BA/BS in Education, Social Work, Counseling, Communications or related field is required. 
Minimum Work Experience: At least 1 year prior experience in trauma focused work 
Licensure:  N/A 
Certification: Prevention certification preferred, not required 
Perform Supervisory Duties: No 

Current valid MA Driver’s License required. 

Job Description/Tasks 

Events Coordination: Assist program manager in implementing prevention programming in identified community. Responsible for carrying out specific activities as required for specific program events. 

Group Facilitation: Responsible for facilitating specific activities as required for specific program groups. 

Liaison: Develop and maintain excellent relationships with all constituents involved in project. 

Administrative: Document activities as required for federal and state funders. 



Competencies/Traits 

 Demonstrates ability to communicate with multiple levels of people (i.e. ability to work effectively with diverse ethnic, cultural, and socioeconomic groups) 

Demonstrates leadership skills in meetings (i.e. redirecting appropriately, maintaining a strong presence, community organizing, etc.) 

Demonstrates strong public speaking skills (i.e. significant interest in community-wide health communication and/or prevention strategies) 

Demonstrates flexibility and creative thinking (i.e. ability to adapt and adjust to changing work situations, processes, and procedures) 

Demonstrates the ability to market program and represent the agency externally and internally. 



Starting Salary 

$18.27/hour 

Salary for this position ranges from the “base” rate of pay (as listed above)—for someone with the minimum required credentials. 

Adjustments up from the base rate of pay could include such factors as years of related experience externally, educational background, years at another position within Wayside, needed language fluency, and/or particular areas of expertise. 

"
98,Data Coordinator - Part Time 20 hours,N/A,Apr  2,https://worcester.craigslist.org/npo/d/framingham-data-coordinator-part-time/7102515239.html,"
compensation: 15$ per hour

employment type: part-time

","

QR Code Link to This Post


Wayside Youth & Family Support Network is a children’s mental health agency serving Metrowest and the Greater Boston Area. Our 450+ employees are interested in helping children and families strengthen and enhance their well-being. Come work for us!!!   


The Data Coordinator position is a part-time (20 hours/week) administrative position. This person assists the Family Networks Team with all administrative responsibilities as well as managing all financial/billing, data entry and coordination in a fast-paced environment. 



 Our Team works within the Department of Children and Families and is responsible for implementing, managing and accurately accounting for their service delivery models and the state budgets associated. An appropriate candidate will have strong knowledge of Excel, creating/managing spreadsheets, detail oriented, as well as excellent customer service skills. Knowledge of Department of Children and Family's Service delivery models are beneficial, but not required. 



Competencies/Traits  
Demonstrates high quality customer service (i.e. ability to connect with others, approachability, being respectful to others). 

Demonstrates ability to work independently (i.e. can self-direct on projects, able to work in solitude, can propose project solutions). 

Demonstrates basic computer skills (i.e. basic operation of Outlook, Word, Excel) 

Demonstrates problem-solving & analytical skills (i.e. able to identify root cause of problems & provide effective solutions) 

Demonstrates an ability to multitask 

Demonstrates ability to meet deadlines 

Starting Salary:  
$15.00/hour  



Successful candidate is asked to be engaged in Wayside’s commitment to Diversity, Equity & Inclusion.  





Wayside offers a significant salary differential for BILINGUAL Masters Level Clinicians, who are fluent in any of the following languages: Haitian-Creole, Spanish, Portuguese, American Sign Language, Mandarin, Cantonese and Khmer.  



•Generous tuition reimbursement  
•Substantial repaying of student loans  
•Generous vacation, holidays & sick leave  
•403B retirement plan with match provided by Wayside 
•Life, AD&D and Disability insurance 
•Career Ladder and Job Advancement 






Wayside is an Affirmative Action/Equal Opportunity Employer.  Bilingual, Bicultural, & LGBTQI applicants strongly encouraged to apply!
"
99,Residential Counselor - CSMA,N/A,Apr  2,https://worcester.craigslist.org/npo/d/westminster-residential-counselor-csma/7102479879.html,"
compensation: DOE

","

QR Code Link to This Post


Overview
We want you to join our growing team of compassionate and reliable Residential Counselors to support the wonderful individuals we serve! 
 
Community Resources for Justice (CRJ) is a unique, 140 year old nonprofit organization. Community Strategies of Massachusetts (CSMA), a division of CRJ, supports adults with developmental or intellectual disabilities through specialized services from Day Programs, Shared Living arrangements with providers as well as over 40 community-based group homes. 
 
This is a great opportunity to receive valuable training to not only start your Human Service career but also to advance it. CRJ offers opportunities of tremendous career advancement and professional development. 
 
The average earnings for this role exceeds $40,000 annually with some overtime, plus excellent benefits (401K w/ Match, Tuition Remission/Reimbursement, Medical, etc.).
ResponsibilitiesWe are currently seeking a compassionate and reliable Residential Counselor to join our growing team to support our clients in the group home setting.
 
In this crucial role you will:

Help our clients to live a full and meaningful life.
Implement their individual service plans based on needs and goals.
Promote community involvement and safety
Teach clients how to manage activities of daily living such as cleaning, cooking, shopping, budgeting, personal hygiene, health care practices, money management, traveling, self-control and leisure time
Identify areas of crisis and defuse the situation, ensuring the safety of all concerned
Administer medication (training provided).
Transport clients to community activities, employment opportunities and medical appointments as necessary
RequirementsQualifications
Qualifications: 

No Experience Necessary
Minimum of High School Diploma or Equivalent
Valid Driver's License w/ reliable transportation (car)
Friendly, outgoing, reliable, dependable, flexible

 
CRJ provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, gender, gender identity, sexual orientation, national origin, age, disability, genetic information, marital status, amnesty, or status as a protected veteran in accordance with applicable federal, state and local laws.Apply HerePI119531950 "
100,Shared Living Job Coach,N/A,Apr  2,https://worcester.craigslist.org/npo/d/shirley-shared-living-job-coach/7102473173.html,"
compensation: DOE

","

QR Code Link to This Post


Overview
At CRJ we change lives and strengthen communities by advancing policy and delivering individualized services that promote safety, justice, and inclusion.
ResponsibilitiesThe Job Coach is responsible for providing support services to individuals residing in a shared living residence.
Duties/Responsibilities: 

Implement activities of Daily Living, Individual Service Plan Objectives and SkillsDevelopment Plans.
Involve individuals in social/recreational activities including:

Socialization and community integration
Development of meaningful interpersonal skills
Development of habilitation skills
Placement transitioning
Transportation and access of public transportation
Role Modeling
Leisure and recreation
Developing pre-vocational skills
Job search-support
Development of cooking (if applicable), budgeting and shopping skills


Involve individuals in Functional Skill Development


Development of communication skills


Personal hygiene and cleanliness of living area


Provides job coaching, career development and pre-vocational support services including teaching and training specific to each individual's needs.


Promotes a high quality of living in all areas including medication administration (if applicable), meal preparation, housekeeping, personal hygiene and leisure/recreation.


Provides transportation of individuals to job site, volunteer activities, scheduled appointments (if applicable), or social activities.


Complete weekly schedule based on the supported individual, Record weekly progress notes based on the weekly schedule, note any behaviors for the individual supported.


Tracks ISP data and progress on all indentified areas of need.


Ensures the safety of the individuals and general public (refer to skills plan regarding community/supervision of the supported individual).


Models appropriate behavior for the supported individual


Provides Shared Living Provider with 30 hour per week coverage and supervision of the individual


Assist supported individual with obtaining a volunteer/job


Assist support individual with school/educational goal(s) (if applicable)


Assists the supported individual with their job/volunteer responsibilities/duties and provides proper supervision during this time.


Ensures duties and responsibilities are carried out in a supportive and professional manner.


 RequirementsQualifications


First Aid,CPR, PAC, Participation in Medication Administration (if applicable); Fire Safety, Human Rights, Skills Development Plan specific to the individual(s); OSHA, HIPPA and Sexual Harassment


Have background in Human Services with strong communication, negotiation and interpersonal skills


Have previous experience in supervising/supporting individuals


Individual is required to meet safe driver guidelines as established by employer's insurance carrier


Position requires criminal history background check


 
Education Required:


High School Diploma or GED


 
CRJ provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, gender, sexual orientation, national origin, age, disability, genetic information, marital status, amnesty, or status as a covered veteran in accordance with applicable federal, state and local laws.Apply HerePI119531948 "
101,Trauma Intervention Counselor,N/A,Apr  2,https://worcester.craigslist.org/npo/d/milford-trauma-intervention-counselor/7102392828.html,"
compensation: 18$ per hour

employment type: full-time

","

QR Code Link to This Post


Wayside Youth & Family Support Network is a children’s mental health agency serving Metrowest, Central, Eastern and Northeastern Massachusetts Areas. Our 450+ employees are interested in helping children and families strengthen and enhance their well-being. Come work for us!!!   



Job Posting Overview  


Trauma Intervention Services is looking for a Trauma Intervention Specialist to join their team. The Trauma Intervention Specialist will plan and implement intensive prevention education via evidence-based curriculum to clients. They will work with students, schools and families to strengthen knowledge and skills to enhance relationships and environments that impact youth.  Qualifications include a passion for, and a commitment to working with children and youth.  Applicant must have excellent interpersonal, organizational and communication skills as well as experience in presenting to various audiences.  The ability to work both independently and within a team is required.   





Minimum Requirements   


Minimum Education: BA/BS in Education, Social Work, Counseling, Communications or related field is required.  
Minimum Work Experience: At least 1 year prior experience in trauma focused work  
Licensure:  N/A  
Certification: Prevention certification preferred, not required  
Perform Supervisory Duties: No  


Current valid MA Driver’s License required.  


Job Description/Tasks  


Events Coordination: Assist program manager in implementing prevention programming in identified community. Responsible for carrying out specific activities as required for specific program events.  


Group Facilitation: Responsible for facilitating specific activities as required for specific program groups.  


Liaison: Develop and maintain excellent relationships with all constituents involved in project.  


Administrative: Document activities as required for federal and state funders.  





Competencies/Traits  


 Demonstrates ability to communicate with multiple levels of people (i.e. ability to work effectively with diverse ethnic, cultural, and socioeconomic groups)  


Demonstrates leadership skills in meetings (i.e. redirecting appropriately, maintaining a strong presence, community organizing, etc.)  


Demonstrates strong public speaking skills (i.e. significant interest in community-wide health communication and/or prevention strategies)  


Demonstrates flexibility and creative thinking (i.e. ability to adapt and adjust to changing work situations, processes, and procedures)  


Demonstrates the ability to market program and represent the agency externally and internally.  





Starting Salary  


$18.27/hour  


Salary for this position ranges from the “base” rate of pay (as listed above)—for someone with the minimum required credentials.  

Adjustments up from the base rate of pay could include such factors as years of related experience externally, educational background, years at another position within Wayside, needed language fluency, and/or particular areas of expertise.  









Successful candidate is asked to be engaged in Wayside’s commitment to Diversity, Equity & Inclusion.  



•Generous tuition reimbursement  
•Substantial repaying of student loans  
•Generous vacation, holidays & sick leave  
•403B retirement plan with match provided by Wayside 
•Life, AD&D and Disability insurance 
•Career Ladder and Job Advancement 






Wayside is an Affirmative Action/Equal Opportunity Employer.  Bilingual, Bicultural, & LGBTQI applicants strongly encouraged to apply!
"
102,House Manager II - asleep in family shelter,N/A,Mar 31,https://worcester.craigslist.org/npo/d/leominster-house-manager-ii-asleep-in/7101759259.html,"
compensation: 12.75 per hour

employment type: part-time

non-profit organization

","

QR Code Link to This Post


Job Description

Title:		House Manager II
Status:	        Part-time (20 hours) asleep
Schedule:	Friday - 	          8:00pm – 10:00pm (awake) – 10:00pm – 6:00am (asleep)
		        Saturday -        8:00pm – 10:00pm (awake) – 10:00pm – 6:00am (asleep)	

North Star is the only homeless shelter that serves families with children in northern Worcester County. The North Star shelter is a comfortable, family orientated shelter located in a pleasant neighborhood in Leominster. The House Manager II provides late evening and overnight coverage for the 5 families in our shelter.
Duties include:
•	Taking client headcount at 8:00pm and 10:00pm.
•	Light housekeeping such as picking up the shelter, sweeping a floor, washing dishes, shoveling snow, picking 
        up toys in playroom, emptying a trash can etc.
•	Respectfully interacting with families. 
•	Supervising the shelter and ensuring the safety and structure.
•	Notifying daytime program staff of any issues or concerns.
•	Shift documentation.

Qualifications

Education and Experience:
        a. High School Diploma or GED
        b. Experience working with the homeless population preferred
        c. Skills, Abilities, and Knowledge
        d. Ability to work with people of diverse social backgrounds
        e. Ability to take direction
        f.  High level of flexibility and ability to prioritize appropriately
        g. Ability to present oneself and the agency professionally.

Benefits:
•	Opportunity to be a team player supporting homeless families with children.
•	$ 12.75 per hour compensation. 
•	Comfortable sleeping arrangements in private office for asleep portion of role.
•	Opportunity exists to earn extra hours when available.

Contact:	 Jon Hogue, Executive Director
"
103,Executive Director,N/A,Mar 31,https://worcester.craigslist.org/npo/d/worcester-executive-director/7101534519.html,"
compensation: Commensurate with experience

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Rainbow Child Development Center, an outstanding non-profit providing comprehensive childcare and supportive social services to low-income children in Worcester, Massachusetts, is seeking a dynamic new Executive Director.  This is an exciting opportunity to shape the future in a licensed and NAEYC accredited organization with a strong staff and board who are ready for growth and continued excellence.
Please see our website:  www.rainbowcdc.com.

The Organization
Rainbow Child Development Center (Rainbow) transforms children’s lives and their families by providing educational and therapeutic programs and services.  It was founded in 1972 in Plumley Village, a low-income housing development in Worcester, and has provided educational services to “at risk” children and families in neighborhoods throughout Worcester County. In 2005, Rainbow completed a $1.5 million renovation of a 10,000 square foot historic property that allowed expansion of programs, and the Worcester Chamber of Commerce awarded the ‘Silver Hammer Award’ for the quality of this renovation.  In 2018, Rainbow completed a state-of-the-art outdoor classroom and play spaces for preschool and school age children at a cost of $850,000.

We serve almost 200 children (58% Latino and 23% African American) with programs including:
	Family Childcare – Provides high quality, developmentally appropriate care to over 40 children ranging from 6 weeks to 2.9 years in 8 private homes licensed by the state. Each Educator provides a safe and nurturing small group setting and meets continuing education requirements.
	Pre-School - Serves 64 children ranging from 2.9 to 7 years of age in 4 classrooms. Teachers, aided by interns and volunteers, direct each classroom. The interactive and child-centered curriculum offers each child the chance to explore and learn in a supportive environment.
	School Age - Serves 91 children between the ages of 5 and 13 in two Worcester Public Schools (Belmont Community School and City View School) and at our Center. The program provides an enriched, stimulating curriculum with a heavy emphasis on homework and academic assistance. 
	Summer - In the summer, the school age program becomes a summer camp including swimming and other traditional summer camp activities. 115 children are bused daily to Camp Marshall in Rutland.
	Social Service - Provides a wide range of supportive services to nurture families including early intervention, speech therapy, assessments, teeth cleaning and fluoride treatments, play therapy, and individual and group counseling to children and their families. Rainbow provides case management services, workshops and trainings for parents, referrals to community services, donations of emergency food, and other basic needs. We collaborate with local service providers including Community Health Link, Together for Kids, and You, Inc. 

All full-day programs operate Monday – Friday, 52 weeks a year and provide breakfast, lunch and snacks as well as transportation.  Rainbow is led by a 17-member Board of Directors and an Advisory Board of community and business leaders.  Annual revenue of $2.7 million is derived 79% from government contracts, 13% from parent fees, and 6% from contributions and grants.  Rainbow was selected by Root Cause, a respected national research and consulting firm, as one of the 21 most recommended High Performing School Readiness organizations in Massachusetts in 2010.  

The Position
The Executive Director is responsible for the overall management of the agency and its programs in accordance with the policies set by the Board of Directors, contracting and licensing agencies, and the laws of the Commonwealth of Massachusetts.  S/he will lead in envisioning a strong future and developing sustainable resources and quality, innovative programs to support healthy children and families in the Worcester community.

Responsibilities include:
	Envision short and long-range strategies and inspire staff, board and supporters to make consistent and timely progress to achieving the mission
	Hire, lead, effectively supervise and support staff to maintain quality programming, use of programs and administrative operations
	Provide sound fiscal management, oversight of the annual budget and careful reporting
	Seek and oversee development of financial resources including contracts, grants, and contributions from a variety of sources including government, corporations, foundations and individuals
	Report to and work with the Board of Directors in setting policies and strategic direction and creating programs consistent with the mission
	Promote active participation by board and volunteers
	Build and maintain relationships for the agency in the early education and broader Worcester communities
	Maintain licensing and a working knowledge of significant developments and trends in the field
	Ensure appropriate maintenance for the building and property

Qualifications
	Love of children and respect for family involvement required
	Minimum of five years experience leading an organization of a similar size including financial and operations management, hiring and supervision of employees; nonprofit experience a plus
	Background in early childhood education and development desired; experience in literacy, speech/language development a plus.  Willing to be hands-on when needed.
	Experience obtaining and administering state contracts
	Open and welcoming of diversity and the opportunity to work in a multi-cultural environment
	Successful experience in fundraising 
	Strategic planning and organizational evaluation experience
	Experience reporting to and leading a board of directors in governance responsibilities
	Excellent communication, teambuilding, listening and organizational skills
	Master’s degree in education, social work, psychology, sociology, business, management or related field or equivalent experience preferred
	Car and driver’s license and ability to attend meetings outside the agency
	Bilingual in Spanish/English a plus
	Familiarity with the Worcester community 

Rainbow Child Development Center is an equal opportunity employer and welcomes a diverse pool of candidates in this search.
"
104,Residential Counselor - CSMA,N/A,Mar 26,https://worcester.craigslist.org/npo/d/winchendon-residential-counselor-csma/7099266111.html,"
compensation: DOE

","

QR Code Link to This Post


Overview
We want you to join our growing team of compassionate and reliable Residential Counselors to support the wonderful individuals we serve! 
 
Community Resources for Justice (CRJ) is a unique, 140 year old nonprofit organization. Community Strategies of Massachusetts (CSMA), a division of CRJ, supports adults with developmental or intellectual disabilities through specialized services from Day Programs, Shared Living arrangements with providers as well as over 40 community-based group homes. 
 
This is a great opportunity to receive valuable training to not only start your Human Service career but also to advance it. CRJ offers opportunities of tremendous career advancement and professional development. 
 
The average earnings for this role exceeds $40,000 annually with some overtime, plus excellent benefits (401K w/ Match, Tuition Remission/Reimbursement, Medical, etc.).
ResponsibilitiesWe are currently seeking a compassionate and reliable Residential Counselor to join our growing team to support our clients in the group home setting.
 
In this crucial role you will:

Help our clients to live a full and meaningful life.
Implement their individual service plans based on needs and goals.
Promote community involvement and safety
Teach clients how to manage activities of daily living such as cleaning, cooking, shopping, budgeting, personal hygiene, health care practices, money management, traveling, self-control and leisure time
Identify areas of crisis and defuse the situation, ensuring the safety of all concerned
Administer medication (training provided).
Transport clients to community activities, employment opportunities and medical appointments as necessary
RequirementsQualifications
Qualifications: 

No Experience Necessary
Minimum of High School Diploma or Equivalent
Valid Driver's License w/ reliable transportation (car)
Friendly, outgoing, reliable, dependable, flexible

 
CRJ provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, gender, gender identity, sexual orientation, national origin, age, disability, genetic information, marital status, amnesty, or status as a protected veteran in accordance with applicable federal, state and local laws.Apply HerePI119380758 "
105,Residential Counselor - CSMA,N/A,Mar 26,https://worcester.craigslist.org/npo/d/winchendon-residential-counselor-csma/7099243811.html,"
compensation: DOE

","

QR Code Link to This Post


Overview
We want you to join our growing team of compassionate and reliable Residential Counselors to support the wonderful individuals we serve! 
 
Community Resources for Justice (CRJ) is a unique, 140 year old nonprofit organization. Community Strategies of Massachusetts (CSMA), a division of CRJ, supports adults with developmental or intellectual disabilities through specialized services from Day Programs, Shared Living arrangements with providers as well as over 40 community-based group homes. 
 
This is a great opportunity to receive valuable training to not only start your Human Service career but also to advance it. CRJ offers opportunities of tremendous career advancement and professional development. 
 
The average earnings for this role exceeds $40,000 annually with some overtime, plus excellent benefits (401K w/ Match, Tuition Remission/Reimbursement, Medical, etc.).
ResponsibilitiesWe are currently seeking a compassionate and reliable Residential Counselor to join our growing team to support our clients in the group home setting.
 
In this crucial role you will:

Help our clients to live a full and meaningful life.
Implement their individual service plans based on needs and goals.
Promote community involvement and safety
Teach clients how to manage activities of daily living such as cleaning, cooking, shopping, budgeting, personal hygiene, health care practices, money management, traveling, self-control and leisure time
Identify areas of crisis and defuse the situation, ensuring the safety of all concerned
Administer medication (training provided).
Transport clients to community activities, employment opportunities and medical appointments as necessary
RequirementsQualifications
Qualifications: 

No Experience Necessary
Minimum of High School Diploma or Equivalent
Valid Driver's License w/ reliable transportation (car)
Friendly, outgoing, reliable, dependable, flexible

 
CRJ provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, gender, gender identity, sexual orientation, national origin, age, disability, genetic information, marital status, amnesty, or status as a protected veteran in accordance with applicable federal, state and local laws.Apply HerePI119380736 "
106,Residential Counselor - CSMA,N/A,Mar 25,https://worcester.craigslist.org/npo/d/fitchburg-residential-counselor-csma/7098738313.html,"
compensation: DOE

","

QR Code Link to This Post


Overview
We want you to join our growing team of compassionate and reliable Residential Counselors to support the wonderful individuals we serve! 
 
Community Resources for Justice (CRJ) is a unique, 140 year old nonprofit organization. Community Strategies of Massachusetts (CSMA), a division of CRJ, supports adults with developmental or intellectual disabilities through specialized services from Day Programs, Shared Living arrangements with providers as well as over 40 community-based group homes. 
 
This is a great opportunity to receive valuable training to not only start your Human Service career but also to advance it. CRJ offers opportunities of tremendous career advancement and professional development. 
 
The average earnings for this role exceeds $40,000 annually with some overtime, plus excellent benefits (401K w/ Match, Tuition Remission/Reimbursement, Medical, etc.).
ResponsibilitiesWe are currently seeking a compassionate and reliable Residential Counselor to join our growing team to support our clients in the group home setting.
 
In this crucial role you will:

Help our clients to live a full and meaningful life.
Implement their individual service plans based on needs and goals.
Promote community involvement and safety
Teach clients how to manage activities of daily living such as cleaning, cooking, shopping, budgeting, personal hygiene, health care practices, money management, traveling, self-control and leisure time
Identify areas of crisis and defuse the situation, ensuring the safety of all concerned
Administer medication (training provided).
Transport clients to community activities, employment opportunities and medical appointments as necessary
RequirementsQualifications
Qualifications: 

No Experience Necessary
Minimum of High School Diploma or Equivalent
Valid Driver's License w/ reliable transportation (car)
Friendly, outgoing, reliable, dependable, flexible

 
CRJ provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, gender, gender identity, sexual orientation, national origin, age, disability, genetic information, marital status, amnesty, or status as a protected veteran in accordance with applicable federal, state and local laws.Apply HerePI119340098 "
107,Maintenance Technician- BV,N/A,Apr 23,https://providence.craigslist.org/npo/d/portsmouth-maintenance-technician-bv/7112744972.html,"
compensation: competitive

employment type: part-time

","

QR Code Link to This Post


The Schochet Companies are Hiring!
Bay View Estates in Portsmouth, RI is now accepting resumes for a Part Time-Maintenance Technician. Bay View Estates is a 130 market rate apartment community. The Maintenance Technician must have prior experience with plumbing, electrical, HVAC, appliance repair and unit turnover procedures.

Duties may include, but are not limited to:
• Completion of all types of work orders from residents.
• Completion of all resident apartment turn over tasks.
• Must be able available to complete “On-call” duties.
• Must be able to complete snow removal as needed.
• Depending upon the size of the property a Maintenance Technician may be asked to coordination and/or track the work of subcontractors.
• Conducting property inspections and/or participating on an inspection team.
• Attending monthly safety meetings.
• Complete preventative maintenance activities.
• On-going inspection of tools and equipment for safety.
• Remaining current on all property and apartment shut-offs and sewer clean-outs.
• Full knowledge of property’s emergency procedures.
• Maintain all records required by company policies and procedures, OSHA and EPA.
• Perform all required duties in a professional and confidential manner.

Maintenance technician positions require that an individual be able to lift moderate weights of between 30-60 lbs. on a regular basis and the ability to stand and/or walk all day. In addition, occasional heavy lifting may be required. Duties of this position may require strength and endurance in performing heavy manual labor. Alternating on-call shifts required. Previous maintenance experience required, able to work independently and strong customer service skills.
25 hours a week and must live within 30mins of Portsmouth and have a valid driver’s license and own transportation for on-call.

Interested candidates please apply here:https://www.paycomonline.net/v4/ats/web.php/jobs/ViewJobDetails?job=12871&clientkey=D56D433D01899A1F422A3794C2BDB367 

or fax 617-830-0373. Pre-employment background and drug test will be required. EOE
For more information on this position please contact Robin @ 617-398-5144.

We are an expanding property management company that offers excellent career advancement and an exciting chance to be part of a diverse team!
www.schochet.com    "
108,Direct Support Professional,N/A,Apr 23,https://providence.craigslist.org/npo/d/warren-direct-support-professional/7112630020.html,"
compensation: Salary according to experience

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Seeking a Direct Support Professional to join our team, assisting in the daily care of developmentally disabled
individuals. You will be responsible for empowering developmentally disabled individuals by providing support, education, and self advocacy in the individuals home and in their community.
Qualifications are: Previous experience in personal care or other related fields- Compassionate and caring demeanor-ability to build rapport with clients.

All shifts available.    "
109,Displaced by COVID-19? We have a position for you!,N/A,Apr 15,https://providence.craigslist.org/npo/d/bristol-displaced-by-covid-19-we-have/7108748233.html,"
compensation: Up to $14.73/hour plus benefits

employment type: employee's choice

non-profit organization

","

QR Code Link to This Post


As the State of Rhode Island deals with the impact of COVID-19 and the widespread business closures in the hospitality, customer service, and retail industries, L.I.F.E. Inc. can offer you a steady paycheck and a rewarding career. 

We are immediately seeking compassionate, creative, and energetic candidates to meaningfully assist individuals with disabilities throughout the State of Rhode Island and residential settings in Barrington, Bristol, Cranston, East Providence, Middletown, Tiverton, and Warren as Direct Support Professionals (DSP). Work alongside a team of dedicated coworkers as we provide rewarding and fulfilling lives for the individuals with disabilities we support.

Full and part-time positions are available for first, second and third shifts around the State of Rhode Island. Earn up to $14.73/hour (depending on schedule) plus extensive dental, medical, and vision insurance, comprehensive training, paid time off, retirement benefits, and step increases for length of service. Overtime available for those who qualify. High school diploma (or equivalent) required. 

Visit our website at lifeincri.org/careers.html to fill out an application.    "
110,Displaced by COVID-19? We have a position for you!,N/A,Apr  7,https://providence.craigslist.org/npo/d/bristol-displaced-by-covid-19-we-have/7104675599.html,"
compensation: Up to $14.73/hour plus benefits

employment type: employee's choice

non-profit organization

","

QR Code Link to This Post


As the State of Rhode Island deals with the impact of COVID-19 and the widespread business closures in the hospitality, customer service, and retail industries, L.I.F.E. Inc. can offer you a steady paycheck and a rewarding career. 

We are immediately seeking compassionate, creative, and energetic candidates to meaningfully assist individuals with disabilities throughout the State of Rhode Island and residential settings in Barrington, Bristol, Cranston, East Providence, Middletown, Tiverton, and Warren as Direct Support Professionals (DSP). Work alongside a team of dedicated coworkers as we provide rewarding and fulfilling lives for the individuals with disabilities we support.

Full and part-time positions are available for first, second and third shifts around the State of Rhode Island. Earn up to $14.73/hour (depending on schedule) plus extensive dental, medical, and vision insurance, comprehensive training, paid time off, retirement benefits, and step increases for length of service. Overtime available for those who qualify. High school diploma (or equivalent) required. 

Visit our website at lifeincri.org/careers.html to fill out an application.
"
111,Direct Support Professionals,N/A,Mar 30,https://providence.craigslist.org/npo/d/middletown-direct-support-professionals/7100947080.html,"
compensation: $13.09 per hour

employment type: full-time

non-profit organization

","

QR Code Link to This Post


We are a Great and Dynamic Place to Work!

Looking Upwards is a local non-profit supporting people with disabilities to lead full-filling
lives. We're hiring direct support professionals who are energetic, creative, and flexible to
work alongside people in their homes, jobs and community.

Opportunities for advancement!

Employee Benefits - We offer a competitive benefit package for full-time employees, including:

•	Healthcare and dental insurance
•	Paid time off
•	Extended sick time
•	Holiday pay
•	401k
•	Life insurance
•	Flexible spending account (healthcare & dependent care)
•	Employee Referral Incentives
•	Employee wellness initiatives

Minimum requirements for employment eligibility include:
•	Must be at least 19 years of age
•	Must have a valid driver's license with at least 3 years driving experience with less than 3 moving violations
•	Must have a high school diploma or GED
•	Must be free from convictions of child abuse, felony, physical or sexual assault, past employment history of abuse, mistreatment, neglect and any other conduct deemed disqualifying by Looking Upwards

To learn more or to apply online please visit, www.lookingupwards.org.
"
112,Non Profit specialist needed for Affordable Housing 501(c)(3) start up,N/A,Mar 25,https://southcoast.craigslist.org/npo/d/north-dartmouth-non-profit-specialist/7098817780.html,"
compensation: Commensurate with Experience

employment type: employee's choice

","

QR Code Link to This Post


Non profit start up specializing in the affordable housing sector is looking for people with experience in all aspects of non profit work.

This non profit corporation was recently spawned by our ""sister company"" Efficient Buildings Realty Group LLC, a real estate flipping company which donates 1/3 of all profits from real estate flips to worthy causes.

Please respond to this post with your interest and qualifications, a phone number and the best time to reach you.

Flipping For Charities, Inc.    "
